شماره کارت,شناسه دستگاه پوز,تاریخ تراکنش,مبلغ تراکنش(ریال),زمان تراکنش
5029380000004017,578500042001,1397/10/04,105000000,014055
5029380000004017,578500042001,1397/10/04,105000000,061612
5029380000004019,621400042019,1397/10/04,105000000,164459
5029380000004019,578500042001,1397/10/04,105720000,201035
5029380000004019,578500042001,1397/10/04,110090000,192628
5029380000004019,578500042001,1397/10/04,120000000,042048
5029380000004019,293800042001,1397/10/04,105000000,101705
5029380000004019,293800042001,1397/10/04,105000000,161759
5029380000004020,621400042019,1397/10/04,105720000,195623
5029380000004020,578500042001,1397/10/04,110090000,051744
5029380000004020,578500042001,1397/10/04,110090000,101745
5029380000004020,578500042001,1397/10/04,105000000,032245
5029380000004020,578500042001,1397/10/04,105000000,132502
5029380000004020,293800042001,1397/10/04,120000000,003444
5029380000004025,621400042019,1397/10/04,105720000,181737
5029380000004025,621400042019,1397/10/04,117500000,061740
5029380000004025,578500042001,1397/10/04,111680000,001738
5029380000004025,293800042001,1397/10/04,105720000,183737
5029380000004025,293800042001,1397/10/04,105720000,015230
5029380000004025,043350042319,1397/10/04,1056000,132728
5029380000004032,621400042019,1397/10/04,106550000,041801
5029380000004032,621400042019,1397/10/04,120000000,031436
5029380000004032,578500042001,1397/10/04,110090000,202010
5029380000004032,578500042001,1397/10/04,110260000,141551
5029380000004032,578500042001,1397/10/04,110260000,210154
5029380000004032,578500042001,1397/10/04,105000000,131328
5029380000004042,621400042019,1397/10/04,105720000,211723
5029380000004042,578500042001,1397/10/04,113300000,161711
5029380000004042,578500042001,1397/10/04,105000000,013823
5029380000004042,578500042001,1397/10/04,105000000,225111
5029380000004042,293800042001,1397/10/04,105720000,210723
5029380000004042,293800042001,1397/10/04,105720000,232418
5029380000004045,621400042019,1397/10/04,106550000,161616
5029380000004045,578500042001,1397/10/04,106550000,161716
5029380000004045,578500042001,1397/10/04,106550000,181738
5029380000004045,293800042001,1397/10/04,110260000,021747
5029380000004045,293800042001,1397/10/04,106550000,160616
5029380000004045,210650042019,1397/10/04,1056000,220647
5029380000004047,621400042019,1397/10/04,115000000,031736
5029380000004047,621400042019,1397/10/04,105000000,135310
5029380000004047,621400042019,1397/10/04,105000000,144111
5029380000004047,621400042019,1397/10/04,105720000,003905
5029380000004047,293800042001,1397/10/04,106550000,204245
5029380000004047,293800042001,1397/10/04,110090000,051733
5029380000004052,621400042019,1397/10/04,113300000,041720
5029380000004052,621400042019,1397/10/04,113300000,201727
5029380000004052,578500042001,1397/10/04,110090000,094237
5029380000004052,578500042001,1397/10/04,121500000,211752
5029380000004052,293800042001,1397/10/04,113300000,041420
5029380000004052,293800042001,1397/10/04,115000000,211024
5029380000004054,621400042019,1397/10/04,105000000,012010
5029380000004054,621400042019,1397/10/04,105000000,022129
5029380000004054,578500042001,1397/10/04,105000000,121845
5029380000004054,578500042001,1397/10/04,105000000,021629
5029380000004054,578500042001,1397/10/04,105000000,021729
5029380000004054,578500042001,1397/10/04,105000000,011610
5029380000004055,621400042019,1397/10/04,110090000,011753
5029380000004055,621400042019,1397/10/04,110260000,191622
5029380000004055,578500042001,1397/10/04,106550000,113118
5029380000004055,578500042001,1397/10/04,106550000,222118
5029380000004055,293800042001,1397/10/04,110090000,011553
5029380000004055,293800042001,1397/10/04,110090000,074703
5029380000004066,621400042019,1397/10/04,113300000,061716
5029380000004066,621400042019,1397/10/04,113300000,063416
5029380000004066,621400042019,1397/10/04,113300000,180331
5029380000004066,578500042001,1397/10/04,115000000,142415
5029380000004066,293800042001,1397/10/04,110260000,144935
5029380000004066,293800042001,1397/10/04,117590000,151722
5029380000004070,959950042019,1397/10/04,1056000,121645
5029380000004070,621400042019,1397/10/04,110260000,100142
5029380000004070,578500042001,1397/10/04,117500000,075727
5029380000004070,578500042001,1397/10/04,106550000,023736
5029380000004070,293800042001,1397/10/04,106550000,121734
5029380000004070,293800042001,1397/10/04,106550000,021736
5029380000004072,578500042001,1397/10/04,105000000,041749
5029380000004072,578500042001,1397/10/04,105000000,061720
5029380000004072,578500042001,1397/10/04,105000000,191725
5029380000004072,578500042001,1397/10/04,105720000,031720
5029380000004072,293800042001,1397/10/04,105000000,065420
5029380000004072,293800042001,1397/10/04,105000000,061620
5029380000004077,621400042019,1397/10/04,110090000,021637
5029380000004077,621400042019,1397/10/04,110090000,041710
5029380000004077,621400042019,1397/10/04,111680000,013510
5029380000004077,578500042001,1397/10/04,110090000,021737
5029380000004077,578500042001,1397/10/04,110090000,020337
5029380000004077,293800042001,1397/10/04,105720000,225032
5029380000004078,621400042019,1397/10/04,106550000,125347
5029380000004078,578500042001,1397/10/04,105720000,031424
5029380000004078,578500042001,1397/10/04,106550000,071755
5029380000004078,578500042001,1397/10/04,110090000,173130
5029380000004078,293800042001,1397/10/04,106550000,071955
5029380000004078,293800042001,1397/10/04,106550000,121647
5029380000004080,621400042019,1397/10/04,110090000,173024
5029380000004080,578500042001,1397/10/04,105720000,001748
5029380000004080,578500042001,1397/10/04,105720000,101719
5029380000004080,578500042001,1397/10/04,117590000,003548
5029380000004080,293800042001,1397/10/04,105720000,100219
5029380000004080,198680042019,1397/10/04,1056000,102644
5029380000004085,621400042019,1397/10/04,111680000,230811
5029380000004085,578500042001,1397/10/04,105000000,111353
5029380000004085,578500042001,1397/10/04,105000000,161732
5029380000004085,578500042001,1397/10/04,105000000,163032
5029380000004085,578500042001,1397/10/04,105720000,165427
5029380000004085,578500042001,1397/10/04,110260000,163744
5029380000004088,578500042001,1397/10/04,110260000,004515
5029380000004088,578500042001,1397/10/04,106550000,065833
5029380000004088,293800042001,1397/10/04,110260000,001715
5029380000004088,293800042001,1397/10/04,121500000,213045
5029380000004088,293800042001,1397/10/04,110260000,171742
5029380000004088,293800042001,1397/10/04,111680000,212450
5029380000004091,621400042019,1397/10/04,105720000,041604
5029380000004091,578500042001,1397/10/04,105720000,090306
5029380000004091,293800042001,1397/10/04,105720000,041704
5029380000004091,293800042001,1397/10/04,105000000,013613
5029380000004091,293800042001,1397/10/04,105000000,143655
5029380000004091,293800042001,1397/10/04,106550000,152921
5029380000004106,377040042419,1397/10/04,105000000,002317
5029380000004106,280600042401,1397/10/04,105720000,060904
5029380000004106,280600042401,1397/10/04,105720000,124518
5029380000004106,210600042419,1397/10/04,106550000,122009
5029380000004106,043390042419,1397/10/04,105000000,171721
5029380000004106,043320042419,1397/10/04,105720000,061704
5029380000004107,210690042419,1397/10/04,105720000,131048
5029380000004107,210690042419,1397/10/04,110260000,020451
5029380000004107,210600042419,1397/10/04,106550000,193443
5029380000004107,043390042419,1397/10/04,110260000,111625
5029380000004107,043320042419,1397/10/04,105720000,131748
5029380000004107,043320042419,1397/10/04,105720000,001701
5029380000004110,377040042419,1397/10/04,105000000,230938
5029380000004110,210690042419,1397/10/04,111680000,031654
5029380000004110,043390042419,1397/10/04,105720000,132633
5029380000004110,043320042419,1397/10/04,105000000,141753
5029380000004110,043320042419,1397/10/04,105000000,231738
5029380000004110,043320042419,1397/10/04,111680000,091749
5029380000004113,377040042419,1397/10/04,126000000,060749
5029380000004113,280600042401,1397/10/04,110090000,091728
5029380000004113,210690042419,1397/10/04,120000000,162912
5029380000004113,210690042419,1397/10/04,110090000,014725
5029380000004113,210690042419,1397/10/04,110090000,091428
5029380000004113,043390042419,1397/10/04,106550000,132106
5029380000004127,802340042619,1397/10/04,1056000,010714
5029380000004127,377040042419,1397/10/04,117500000,221545
5029380000004127,280600042401,1397/10/04,110090000,044753
5029380000004127,210600042419,1397/10/04,110090000,081717
5029380000004127,210600042419,1397/10/04,111680000,140119
5029380000004127,210600042419,1397/10/04,110090000,041753
5029380000004130,280600042401,1397/10/04,106550000,044949
5029380000004130,210690042419,1397/10/04,113300000,232650
5029380000004130,210600042419,1397/10/04,110260000,132617
5029380000004130,043390042419,1397/10/04,105000000,111729
5029380000004130,043320042419,1397/10/04,110090000,170333
5029380000004130,043320042419,1397/10/04,105000000,014002
5029380000004140,280600042401,1397/10/04,117500000,101756
5029380000004140,210600042419,1397/10/04,110090000,100803
5029380000004140,210600042419,1397/10/04,110090000,201452
5029380000004140,043390042419,1397/10/04,105000000,045750
5029380000004140,043390042419,1397/10/04,105000000,082222
5029380000004140,043320042419,1397/10/04,105720000,231418
5029380000004143,959910042719,1397/10/04,1056000,233928
5029380000004143,377040042419,1397/10/04,106550000,221744
5029380000004143,280600042401,1397/10/04,110260000,021611
5029380000004143,280600042401,1397/10/04,106550000,143401
5029380000004143,280600042401,1397/10/04,106550000,220444
5029380000004143,043320042419,1397/10/04,110260000,052456
5029380000004148,377040042419,1397/10/04,117500000,060355
5029380000004148,210690042419,1397/10/04,117590000,073155
5029380000004148,210690042419,1397/10/04,105720000,112734
5029380000004148,210600042419,1397/10/04,110090000,192218
5029380000004148,210600042419,1397/10/04,115000000,083803
5029380000004148,210600042419,1397/10/04,132500000,120937
5029380000004160,377040042419,1397/10/04,105000000,092459
5029380000004160,377040042419,1397/10/04,105000000,135405
5029380000004160,377040042419,1397/10/04,106550000,210624
5029380000004160,210600042419,1397/10/04,111680000,091947
5029380000004160,043390042419,1397/10/04,105720000,084303
5029380000004160,043320042419,1397/10/04,117590000,111711
5029380000004163,377040042419,1397/10/04,106550000,151721
5029380000004163,377040042419,1397/10/04,106550000,181720
5029380000004163,280600042401,1397/10/04,106550000,184820
5029380000004163,210690042419,1397/10/04,117500000,212553
5029380000004163,210690042419,1397/10/04,121500000,141749
5029380000004163,210690042419,1397/10/04,105720000,133407
5029380000004174,377040042419,1397/10/04,105720000,001656
5029380000004174,377040042419,1397/10/04,105720000,141658
5029380000004174,280600042401,1397/10/04,105000000,141720
5029380000004174,280600042401,1397/10/04,105000000,211705
5029380000004174,043320042419,1397/10/04,105720000,001756
5029380000004174,043320042419,1397/10/04,105720000,002556
5029380000004182,802340042619,1397/10/04,1056000,152921
5029380000004182,280600042401,1397/10/04,110090000,224912
5029380000004182,280600042401,1397/10/04,110260000,052731
5029380000004182,210690042419,1397/10/04,113300000,075652
5029380000004182,043390042419,1397/10/04,121500000,151712
5029380000004182,043320042419,1397/10/04,106550000,173207
5029380000004186,377040042419,1397/10/04,106550000,030517
5029380000004186,210690042419,1397/10/04,106550000,021659
5029380000004186,210640042719,1397/10/04,1056000,073237
5029380000004186,210600042419,1397/10/04,106550000,021759
5029380000004186,210600042419,1397/10/04,106550000,031717
5029380000004186,043320042419,1397/10/04,113300000,043459
5029380000004188,377040042419,1397/10/04,106550000,061748
5029380000004188,377040042419,1397/10/04,106550000,201703
5029380000004188,377040042419,1397/10/04,106550000,205203
5029380000004188,210690042419,1397/10/04,110090000,223001
5029380000004188,210600042419,1397/10/04,111680000,014947
5029380000004188,210600042419,1397/10/04,121500000,221740
5029380000004192,210690042419,1397/10/04,110260000,004328
5029380000004192,210690042419,1397/10/04,110260000,013427
5029380000004192,210690042419,1397/10/04,111680000,041731
5029380000004192,210690042419,1397/10/04,111680000,132336
5029380000004192,210600042419,1397/10/04,111680000,041831
5029380000004192,043390042419,1397/10/04,115000000,063909
5029380000004194,377040042419,1397/10/04,115000000,231759
5029380000004194,280600042401,1397/10/04,105720000,021634
5029380000004194,280600042401,1397/10/04,105720000,161653
5029380000004194,210690042419,1397/10/04,105720000,200411
5029380000004194,210690042419,1397/10/04,105720000,024134
5029380000004194,210690042419,1397/10/04,105720000,161253
5029380000004197,377040042419,1397/10/04,105000000,041737
5029380000004197,377040042419,1397/10/04,105000000,071740
5029380000004197,377040042419,1397/10/04,105000000,161738
5029380000004197,377040042419,1397/10/04,117500000,081732
5029380000004197,210600042419,1397/10/04,105000000,071640
5029380000004197,043390042419,1397/10/04,105000000,075240
5029380000004199,280600042401,1397/10/04,120000000,031658
5029380000004199,280600042401,1397/10/04,113300000,083705
5029380000004199,280600042401,1397/10/04,110090000,182246
5029380000004199,210690042419,1397/10/04,111680000,032608
5029380000004199,210690042419,1397/10/04,115000000,071746
5029380000004199,210690042419,1397/10/04,115000000,201748
5029380000099068,376990014619,1397/10/04,4952200,073143
5029380000099131,802390011719,1397/10/04,4095000,202402
5029380000099263,379940026519,1397/10/04,2631000,113829
5029380000099362,960701002219,1397/10/04,4952200,071132
5029380000099530,959901004919,1397/10/04,2325000,091549
5029380000099530,377020020119,1397/10/04,7504780,063112
5029380000099665,280690008401,1397/10/04,3900000,074005
5029380000099817,376990030019,1397/10/04,4563000,072413
5029380000099846,210610023919,1397/10/04,636000,122406
5029380000099848,921080018401,1397/10/04,4563000,141844
5029380000099848,377020036719,1397/10/04,3000000,005101
5029380000099960,377040034619,1397/10/04,5364000,035517
5029380000100120,959950030619,1397/10/04,8708000,035301
5029380000100278,921050015101,1397/10/04,5364000,063432
5029380000100430,043350005419,1397/10/04,8000000,091719
5029380000100430,043310013219,1397/10/04,8000000,194627
5029380000100621,959990028719,1397/10/04,3675000,201711
5029380000100621,959930028419,1397/10/04,4952200,170643
5029380000100621,379920030219,1397/10/04,3675000,153627
5029380000100621,290801003801,1397/10/04,4095000,192235
5029380000100667,376980015619,1397/10/04,3000000,184518
